external_operation_id,source_file,source_date,planta_original,planta_normalized,mov_original,mov,movement_type,movement_type_detail,patente_original,plate_normalized,contrato,cliente_contrato,ingreso_id,comprob,cp_remito,ctg,cupo,entregado_por_a,localidad_proc_dest,fecha_ing_original,hora_ing_original,fecha_calado_original,hora_calado_original,fecha_sal_original,hora_sal_original,external_ingreso_at,external_calado_at,external_salida_at,cod_prod,producto_original,product_normalized,plataforma_original,platform_normalized,plataforma_manual,kgs_bruto,kgs_tara,kgs_neto,kgs_neto_neto,humedad,observaciones,observacion_calidad,normalization_warnings,external_sl_balanza_entrada_at,external_sl_balanza_salida_at,tiempos_entre_pasos_source_file,tiempos_entre_pasos_match
CTG_10233267129,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AH927OU,AH927OU,2000655,COMMODITIES S.A.-30640872566-222089,14442907,000404034762,0000000012429,10233267129,VIC088765020726,EL CAMPO S.A.-30581286119-220362,INGENIERO LUIGGI - LA PAMPA - CP 62050,01/07/2026,23:03,02/07/2026,02:21,02/07/2026,03:49,2026-07-01T23:03:00,2026-07-02T02:21:00,2026-07-02T03:49:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45320,14100,31220,31220,11,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133282035,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,GZP571,GZP571,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442902,000404034763,0000000002511,10133282035,VIC532524020726,ALLARIA AGRONEGOCIOS S. A-30716832054-305658,25 DE MAYO - LA PAMPA - CP 82013,01/07/2026,23:00,02/07/2026,02:12,02/07/2026,03:51,2026-07-01T23:00:00,2026-07-02T02:12:00,2026-07-02T03:51:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52660,16480,36180,36180,9.6,"FAZON 2026, FAZON 2026",,,,,,
CTG_30033302690,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AJV928,AJV928,11525,BUNGE ARGENTINA S.A.-30700869918-231767,14443035,000404034764,0130000040455,30033302690,,RENOVA S.A.-30709590894-242524,SAN JERONIMO SUD - SANTA FE - CP 21360,02/07/2026,01:58,02/07/2026,02:10,02/07/2026,03:51,2026-07-02T01:58:00,2026-07-02T02:10:00,2026-07-02T03:51:00,0232,ACEITE GIRASOL PARA REFINAR,ACEITE GIRASOL PARA REFINAR,ACEITE PTO,ACEITE_PTO,,43580,14200,29380,29380,0,"FAZON RENOVA/BUNGE, FAZON RENOVA/BUNGE",,,,,,
CTG_10133278959,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AA652XY,AA652XY,2000655,COMMODITIES S.A.-30640872566-222089,14442898,000404034765,0000000000345,10133278959,VIC024730020726,GRA FER SRL-30707514627-249686,VILLA TRINIDAD (SFE) - SANTA FE - CP 23450,01/07/2026,22:56,02/07/2026,02:23,02/07/2026,03:54,2026-07-01T22:56:00,2026-07-02T02:23:00,2026-07-02T03:54:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52880,17260,35620,35620,11.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133292229,MovimientosPorContrato_20260702.xlsx,2026-07-02,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,FMU968,FMU968,2000640,BUNGE ARGENTINA S.A.-30700869918-231767,14442995,000301457618,0000000000185,10133292229,VIC277110020726,GAVIGLIO COMERCIAL S.A.-30552686531-224578,COLONIA SAN BARTOLOME - CORDOBA - CP 24263,02/07/2026,00:40,02/07/2026,01:00,02/07/2026,03:55,2026-07-02T00:40:00,2026-07-02T01:00:00,2026-07-02T03:55:00,0201,GIRASOL,GIRASOL,VOLCABLE 1,VOLCABLE_1,,40120,15880,24240,24240,9.8,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133280048,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AC253LA,AC253LA,2000655,COMMODITIES S.A.-30640872566-222089,14442908,000404034766,0000000000347,10133280048,VIC906751020726,GRA FER SRL-30707514627-249686,VILLA TRINIDAD (SFE) - SANTA FE - CP 23450,01/07/2026,23:03,02/07/2026,02:25,02/07/2026,03:57,2026-07-01T23:03:00,2026-07-02T02:25:00,2026-07-02T03:57:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45120,15220,29900,29900,11.9,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133289618,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,FKR074,FKR074,2000655,COMMODITIES S.A.-30640872566-222089,14442911,000404034767,0000000000562,10133289618,VIC009906020726,MATIAS AYERZA SAS-30716085755-302048,MARIA GRANDE PRIMERA - ENTRE RIOS - CP 31113,01/07/2026,23:06,02/07/2026,02:30,02/07/2026,03:59,2026-07-01T23:06:00,2026-07-02T02:30:00,2026-07-02T03:59:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,45500,14020,31480,31480,11.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133272202,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AE449BK,AE449BK,2000655,COMMODITIES S.A.-30640872566-222089,14442919,000404034768,0000000003290,10133272202,VIC909098020726,FELIPE CROSETTI S.A.-30526076482-221634,BANDERA (SGO) - SANTIAGO DEL ESTERO - CP 30640,01/07/2026,23:10,02/07/2026,02:42,02/07/2026,04:01,2026-07-01T23:10:00,2026-07-02T02:42:00,2026-07-02T04:01:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45040,13900,31140,31140,11.9,"FAZON 2026, FAZON 2026",,,,,,
COMPROB_000400419112,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,KAK194,KAK194,95590,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,14442532,000400419112,,0,,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,ROSARIO (SFE) - SANTA FE - CP 20000,01/07/2026,14:37,,,02/07/2026,04:03,2026-07-01T14:37:00,,2026-07-02T04:03:00,0331,ACEITE SOJA CRUDO DESGOMADO,ACEITE SOJA CRUDO DESGOMADO,,,,44800,15840,28960,28960,0,FAZON 2026,,,,,,
CTG_10133252574,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AB272JR,AB272JR,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442912,000404034769,0000000000457,10133252574,VIC670291010726,TOLVAS S.A.-30601851837-229863,EL RINCON - SANTIAGO DEL ESTERO - CP 41849,01/07/2026,23:07,02/07/2026,02:32,02/07/2026,04:05,2026-07-01T23:07:00,2026-07-02T02:32:00,2026-07-02T04:05:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44700,14920,29780,29780,13,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133288141,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AA528CV,AA528CV,2000662,CARGILL S.A.C.I.-30506792165-220165,14442859,000404034770,0000000000199,10133288141,VIC291940020726,RIBOLDI S.A.-30557902682-230564,SAN JUSTO (SFE) - SANTA FE - CP 30400,01/07/2026,22:27,02/07/2026,01:09,02/07/2026,04:10,2026-07-01T22:27:00,2026-07-02T01:09:00,2026-07-02T04:10:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52420,15420,37000,36704,12.4,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10233287252,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NFN233,NFN233,2000655,COMMODITIES S.A.-30640872566-222089,14442925,000404034771,0000100004488,10233287252,VIC795122020726,COOP.AG.GA.Y C.G.S.MARTIN LTDA.-30534951414-221257,MURPHY (SFE) - SANTA FE - CP 26010,01/07/2026,23:14,02/07/2026,02:44,02/07/2026,04:10,2026-07-01T23:14:00,2026-07-02T02:44:00,2026-07-02T04:10:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44840,15080,29760,29760,12.5,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133286935,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AE024GG,AE024GG,2000655,COMMODITIES S.A.-30640872566-222089,14442923,000404034772,0000000001304,10133286935,VIC361675020726,NVD PARTICIPACIONES S.A.-30714693715-307795,MONTES DE OCA (SFE) - SANTA FE - CP 25211,01/07/2026,23:14,02/07/2026,02:50,02/07/2026,04:11,2026-07-01T23:14:00,2026-07-02T02:50:00,2026-07-02T04:11:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45020,14480,30540,30540,12,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133274914,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NCP349,NCP349,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442916,000404034773,0000000000374,10133274914,VIC154785020726,ALLARIA AGRONEGOCIOS S. A-30716832054-305658,SAMPACHO (CBA) - CORDOBA - CP 58290,01/07/2026,23:09,02/07/2026,02:35,02/07/2026,04:14,2026-07-01T23:09:00,2026-07-02T02:35:00,2026-07-02T04:14:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52360,15420,36940,36940,11,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233271818,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AG033LG,AG033LG,2000655,COMMODITIES S.A.-30640872566-222089,14442926,000404034774,0000000002306,10233271818,VIC976765010726,CEREALISTA HUGHES S.A.-30511642457-220071,DORILA - LA PAMPA - CP 63651,01/07/2026,23:15,02/07/2026,02:51,02/07/2026,04:15,2026-07-01T23:15:00,2026-07-02T02:51:00,2026-07-02T04:15:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,51580,18880,32700,32700,11.4,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133274865,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AB893BB,AB893BB,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442927,000404034775,0000000000373,10133274865,VIC894283020726,ALLARIA AGRONEGOCIOS S. A-30716832054-305658,SAMPACHO (CBA) - CORDOBA - CP 58290,01/07/2026,23:15,02/07/2026,02:53,02/07/2026,04:20,2026-07-01T23:15:00,2026-07-02T02:53:00,2026-07-02T04:20:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52400,15360,37040,37040,10.1,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233298684,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,KGH536,KGH536,2000655,COMMODITIES S.A.-30640872566-222089,14442930,000404034776,0000100003578,10233298684,VIC011430020726,LANDETA CEREALES S.R.L.-30520606722-222113,LANDETA (SFE) - SANTA FE - CP 25310,01/07/2026,23:18,02/07/2026,02:58,02/07/2026,04:21,2026-07-01T23:18:00,2026-07-02T02:58:00,2026-07-02T04:21:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44620,14520,30100,30100,12.5,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133266006,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,MMG174,MMG174,2000662,CARGILL S.A.C.I.-30506792165-220165,14442787,000404034777,0000000000775,10133266006,VIC624540010726,COOP.AGRIC.MIXTA LA PROTECTORA LTDA.-30526400301-220585,ROSARIO DEL TALA - ENTRE RIOS - CP 31740,01/07/2026,20:53,01/07/2026,23:38,02/07/2026,04:23,2026-07-01T20:53:00,2026-07-01T23:38:00,2026-07-02T04:23:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52700,17760,34940,34412,14.1,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
COMPROB_000400419113,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,AFR797,AFR797,95590,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,14442536,000400419113,,0,,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,ROSARIO (SFE) - SANTA FE - CP 20000,01/07/2026,14:39,,,02/07/2026,04:24,2026-07-01T14:39:00,,2026-07-02T04:24:00,0331,ACEITE SOJA CRUDO DESGOMADO,ACEITE SOJA CRUDO DESGOMADO,,,,43260,14320,28940,28940,0,FAZON 2026,,,,,,
CTG_10133275017,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,PEO398,PEO398,2000662,CARGILL S.A.C.I.-30506792165-220165,14442791,000404034778,0000100001653,10133275017,VIC913776010726,ARGENTRADING SA-30711629048-251220,PIEDRITAS (BAS) - BUENOS AIRES - CP 62410,01/07/2026,20:56,01/07/2026,23:42,02/07/2026,04:28,2026-07-01T20:56:00,2026-07-01T23:42:00,2026-07-02T04:28:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52600,17420,35180,34849,13.6,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10233276110,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,DNB720,DNB720,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442929,000404034779,0010200000312,10233276110,VIC322595020726,FERRARI RODOLFO E HIJO S.A.-30599074755-223547,RAWSON (BAS) - BUENOS AIRES - CP 67340,01/07/2026,23:17,02/07/2026,02:57,02/07/2026,04:29,2026-07-01T23:17:00,2026-07-02T02:57:00,2026-07-02T04:29:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45080,13580,31500,31500,12.1,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233293849,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NBZ113,NBZ113,2000655,COMMODITIES S.A.-30640872566-222089,14442928,000404034780,0000000004712,10233293849,VIC695837020726,AGROLEAGINOSAS SA-30710791224-251537,LAS JUNTURAS (CBA) - CORDOBA - CP 59650,01/07/2026,23:16,02/07/2026,02:55,02/07/2026,04:30,2026-07-01T23:16:00,2026-07-02T02:55:00,2026-07-02T04:30:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52380,16840,35540,35540,13.3,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133294594,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NMI615,NMI615,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442933,000404034781,0000000000334,10133294594,VIC765307020726,TOLVAS S.A.-30601851837-229863,ARRAGA - SANTIAGO DEL ESTERO - CP 42062,01/07/2026,23:21,02/07/2026,03:05,02/07/2026,04:32,2026-07-01T23:21:00,2026-07-02T03:05:00,2026-07-02T04:32:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,52140,17640,34500,34500,10.8,"FAZON 2026, FAZON 2026",,,,,,
CTG_30033302701,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AKJ611,AKJ611,11525,BUNGE ARGENTINA S.A.-30700869918-231767,14443049,000404034782,0130000040456,30033302701,,RENOVA S.A.-30709590894-242524,SAN JERONIMO SUD - SANTA FE - CP 21360,02/07/2026,02:27,02/07/2026,02:35,02/07/2026,04:36,2026-07-02T02:27:00,2026-07-02T02:35:00,2026-07-02T04:36:00,0232,ACEITE GIRASOL PARA REFINAR,ACEITE GIRASOL PARA REFINAR,ACEITE PTO,ACEITE_PTO,,44560,15700,28860,28860,0,"FAZON RENOVA/BUNGE, FAZON RENOVA/BUNGE",,,,,,
CTG_10133271387,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,HCB853,HCB853,2000652,LDC ARGENTINA S.A.-30526712729-221642,14442931,000404034783,0000100000736,10133271387,VIC321087020726,ALLARIA AGRONEGOCIOS S. A-30716832054-305658,GONZALEZ MORENO - BUENOS AIRES - CP 62390,01/07/2026,23:19,02/07/2026,03:00,02/07/2026,04:37,2026-07-01T23:19:00,2026-07-02T03:00:00,2026-07-02T04:37:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45060,15540,29520,29520,10.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233287568,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,CNC180,CNC180,2000655,COMMODITIES S.A.-30640872566-222089,14442825,000404034784,0000100004957,10233287568,VIC610569020726,DELFINO CARLOS PORPORATO Y CIA SRL-30540251076-222280,BUSTINZA - SANTA FE - CP 25010,01/07/2026,22:03,02/07/2026,00:03,02/07/2026,04:39,2026-07-01T22:03:00,2026-07-02T00:03:00,2026-07-02T04:39:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44860,14460,30400,30114,13.6,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233280774,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,TZH372,TZH372,2000655,COMMODITIES S.A.-30640872566-222089,14442934,000404034785,0000000001824,10233280774,VIC145759010726,COOP.AG.GA.DE LUQUE LTDA.-33530731699-221270,LUQUE (CBA) - CORDOBA - CP 59670,01/07/2026,23:21,02/07/2026,03:07,02/07/2026,04:40,2026-07-01T23:21:00,2026-07-02T03:07:00,2026-07-02T04:40:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45060,14640,30420,30420,10.9,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133301068,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AB816AM,AB816AM,2000655,COMMODITIES S.A.-30640872566-222089,14442848,000404034786,0000000002354,10133301068,VIC418072020726,BERTOLI RICARDO Y MATIAS SRL.-30709630411-242077,TOMAS YOUNG - SANTIAGO DEL ESTERO - CP 37651,01/07/2026,22:19,02/07/2026,00:36,02/07/2026,04:44,2026-07-01T22:19:00,2026-07-02T00:36:00,2026-07-02T04:44:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,48480,18100,30380,29955,14,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133291295,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AH827AX,AH827AX,2000655,COMMODITIES S.A.-30640872566-222089,14442937,000404034787,0000100000132,10133291295,VIC754773020726,MISAEL ALBECIANO S.A.-30717234584-250521,CALCHIN OESTE - CORDOBA - CP 5965,01/07/2026,23:24,02/07/2026,03:14,02/07/2026,04:47,2026-07-01T23:24:00,2026-07-02T03:14:00,2026-07-02T04:47:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45220,14860,30360,30360,11.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133298165,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,ALO542,ALO542,2000662,CARGILL S.A.C.I.-30506792165-220165,14442851,000404034788,0000000000773,10133298165,VIC967829020726,CARGILL S.A.C.I.-30506792165-220165,SA PEREYRA - SANTA FE - CP 23180,01/07/2026,22:22,02/07/2026,00:42,02/07/2026,04:47,2026-07-01T22:22:00,2026-07-02T00:42:00,2026-07-02T04:47:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44880,16480,28400,27872,14.4,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10233274269,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,EIT794,EIT794,2000655,COMMODITIES S.A.-30640872566-222089,14442935,000404034789,0000100006387,10233274269,VIC351598020726,AGROSERVICIOS SUR S.A.-30709489271-237916,LABOULAYE  (CBA) - CORDOBA - CP 61200,01/07/2026,23:22,02/07/2026,03:09,02/07/2026,04:48,2026-07-01T23:22:00,2026-07-02T03:09:00,2026-07-02T04:48:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,44860,13860,31000,31000,11.6,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133278632,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,CEP307,CEP307,2000655,COMMODITIES S.A.-30640872566-222089,14442943,000404034790,0000000000456,10133278632,VIC114802020726,SCILINGO HNOS S.A.-30714158887-250519,LUIS PALACIOS (SFE) - SANTA FE - CP 21421,01/07/2026,23:30,02/07/2026,03:23,02/07/2026,04:53,2026-07-01T23:30:00,2026-07-02T03:23:00,2026-07-02T04:53:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45100,14280,30820,30820,13.4,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133253171,MovimientosPorContrato_20260702.xlsx,2026-07-02,PLANTA AVELLANEDA,AVELLANEDA,I,I,INGRESO,I,MDF610,MDF610,95611,COMMODITIES S.A.-30640872566-222089,14442436,000200430990,0000000004778,10133253171,VAV104931300626,PONCE MICINO RENE ARNALDO LEONEL-20317411031-249763,TOMAS YOUNG - SANTIAGO DEL ESTERO - CP 37651,01/07/2026,13:00,01/07/2026,13:19,02/07/2026,04:56,2026-07-01T13:00:00,2026-07-01T13:19:00,2026-07-02T04:56:00,0909,MAIZ,MAIZ,CELDA 171 - CENTRO,CELDA_171_-_CENTRO,achavez,43980,13280,30700,30036,14.9,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10133286373,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AB304NY,AB304NY,2000662,CARGILL S.A.C.I.-30506792165-220165,14442861,000404034791,0000000000775,10133286373,VIC049095010726,CARGILL S.A.C.I.-30506792165-220165,VILLA SARALEGUI - SANTA FE - CP 30461,01/07/2026,22:30,02/07/2026,01:13,02/07/2026,04:58,2026-07-01T22:30:00,2026-07-02T01:13:00,2026-07-02T04:58:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44980,15180,29800,28278,14.5,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10233289504,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,JQU073,JQU073,2000662,CARGILL S.A.C.I.-30506792165-220165,14442864,000404034792,0010000006362,10233289504,VIC476894020726,COOP.AG.EL PROGRESO L.GONZALEZ LTDA.-30513381944-221249,NOGOYA (E.R) - ENTRE RIOS - CP 31500,01/07/2026,22:32,02/07/2026,01:16,02/07/2026,04:59,2026-07-01T22:32:00,2026-07-02T01:16:00,2026-07-02T04:59:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44920,13980,30940,29857,12.2,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133279589,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,ERN622,ERN622,2000655,COMMODITIES S.A.-30640872566-222089,14442888,000404034793,0000000000448,10133279589,VIC238536020726,AGROTECNOLOGIA Y SERVICIOS S.A.-30705468008-232808,ADELA MARIA (CBA) - CORDOBA - CP 58430,01/07/2026,22:49,02/07/2026,01:49,02/07/2026,05:05,2026-07-01T22:49:00,2026-07-02T01:49:00,2026-07-02T05:05:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44980,17420,27560,27238,13.8,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133284942,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,VBK964,VBK964,2000662,CARGILL S.A.C.I.-30506792165-220165,14442865,000404034794,0000000000179,10133284942,VIC198773020726,ROAGRO NEGOCIOS S.A-30710674570-247499,LA RINCONADA - CORDOBA - CP 52335,01/07/2026,22:33,02/07/2026,01:18,02/07/2026,05:06,2026-07-01T22:33:00,2026-07-02T01:18:00,2026-07-02T05:06:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44920,14980,29940,29341,10,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133283865,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,BKV220,BKV220,2000655,COMMODITIES S.A.-30640872566-222089,14442948,000404034795,0000000000774,10133283865,VIC450461020726,ALIANZA SEMILLAS SA-30709878103-245111,MARIA JUANA (SFE) - SANTA FE - CP 24450,01/07/2026,23:35,02/07/2026,03:31,02/07/2026,05:12,2026-07-01T23:35:00,2026-07-02T03:31:00,2026-07-02T05:12:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45380,17100,28280,28280,10.8,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133288452,MovimientosPorContrato_20260702.xlsx,2026-07-02,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AH964CB,AH964CB,2000655,COMMODITIES S.A.-30640872566-222089,14442939,000404034796,0000000002080,10133288452,VIC385217020726,DIVISION AGROPECUARIA S.A.-30695647987-228821,BOUWER - CORDOBA - CP 51192,01/07/2026,23:26,02/07/2026,03:18,02/07/2026,05:15,2026-07-01T23:26:00,2026-07-02T03:18:00,2026-07-02T05:15:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52460,16960,35500,35500,12.2,"FAZON 2026, FAZON 2026",,,,,,
